ID,TalkMove_Pred,Transcript,Turn,Sentence,TalkMove_Truth
15529,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,203,Please pay attention when your classmates are talking,None
15530,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,203,Your eyes should be on them,None
15531,None,TalkBack.Year1.Keene.Spring.022720,203,Thats how you pay attention,None
15532,None,TalkBack.Year1.Keene.Spring.022720,203,All right Anna tell me about six,Pressing for Accuracy
15533,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,203,What should I write and why,Pressing for Reasoning
15536,None,TalkBack.Year1.Keene.Spring.022720,206,Friend numerator end I need you to coach dont tell,Getting Students to Relate to Another's Ideas
15537,None,TalkBack.Year1.Keene.Spring.022720,206,Give her maybe a hint on the first step but dont tell and yes you can,Keeping Everyone Together
15540,None,TalkBack.Year1.Keene.Spring.022720,208,Im going to tweak what Ali said a little bit I love her coaching,None
15541,Revoicing,TalkBack.Year1.Keene.Spring.022720,208,First you need to look at the denominator because notice what I wrote right here,None
15542,Revoicing,TalkBack.Year1.Keene.Spring.022720,208,What Melanie explained she first found 13 of 12 first so thats our first step,None
15543,None,TalkBack.Year1.Keene.Spring.022720,208,Whats 13 of 6,Pressing for Accuracy
15544,None,TalkBack.Year1.Keene.Spring.022720,208,Then we can look at our poster and look at our numerator to think What do I need to do with that two,Pressing for Accuracy
15545,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,208,The numerator tells you what Anna,Pressing for Accuracy
15546,None,TalkBack.Year1.Keene.Spring.022720,208,Look at the green,None
15547,None,TalkBack.Year1.Keene.Spring.022720,208,You tell me what the green says read it for Me,Keeping Everyone Together
15549,None,TalkBack.Year1.Keene.Spring.022720,210,This is how many are in one equal group,None
15550,None,TalkBack.Year1.Keene.Spring.022720,210,This says I need to figure out how many are in two equal groups,None
15551,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,210,If theres two in one group how many would be in two groups,Pressing for Accuracy
15553,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,212,Two is in one group how many are in two groups,Pressing for Accuracy
15555,Restating,TalkBack.Year1.Keene.Spring.022720,214,Four this is how many are in one because my numerator is one,Revoicing
15556,None,TalkBack.Year1.Keene.Spring.022720,214,The new numerator tells me I need to figure out how many are in two equal groups,None
15557,None,TalkBack.Year1.Keene.Spring.022720,214,Any questions,Keeping Everyone Together
15558,None,TalkBack.Year1.Keene.Spring.022720,214,You have a question sir,Keeping Everyone Together
15559,None,TalkBack.Year1.Keene.Spring.022720,214,Please complete number four independently not with your partner,None
15560,None,TalkBack.Year1.Keene.Spring.022720,215,After you do number four,None
15561,None,TalkBack.Year1.Keene.Spring.022720,216,Can you pick it up for me,None
15562,None,TalkBack.Year1.Keene.Spring.022720,217,Sit Im almost done,None
15563,None,TalkBack.Year1.Keene.Spring.022720,217,I just want to finish writing this last rule,None
15564,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Keene.Spring.022720,217,If youre finished compare with your neighbor and see if you agree,Getting Students to Relate to Another's Ideas
15565,None,TalkBack.Year1.Keene.Spring.022720,218,Nos you can talk to other people that are actually here,None
15566,None,TalkBack.Year1.Keene.Spring.022720,219,Red Robin,Keeping Everyone Together
15568,None,TalkBack.Year1.Keene.Spring.022720,221,Red Robin,Keeping Everyone Together
15570,None,TalkBack.Year1.Keene.Spring.022720,223,I also need to see eyes,None
15571,None,TalkBack.Year1.Keene.Spring.022720,223,Sean I need to see your eyes,None
15572,None,TalkBack.Year1.Keene.Spring.022720,223,Thank you so much,None
15573,None,TalkBack.Year1.Keene.Spring.022720,223,Luis,None
15574,None,TalkBack.Year1.Keene.Spring.022720,223,All write I wrote friends can you move,None
15575,None,TalkBack.Year1.Keene.Spring.022720,223,I wrote some step by step steps because I noticed when I said to start some people were just sitting there not able to start,None
15576,None,TalkBack.Year1.Keene.Spring.022720,223,I put these steps here to use as a resource,None
15577,None,TalkBack.Year1.Keene.Spring.022720,223,Well go through 34 of eight as our example,None
15578,None,TalkBack.Year1.Keene.Spring.022720,223,It says to look at the denominator and find how many equal groups,None
15579,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,223,Class when I point at me youre going to tell me how many equal groups are we going to make,Pressing for Accuracy
15580,None,TalkBack.Year1.Keene.Spring.022720,223,Ready,Keeping Everyone Together
15582,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,225,Four so if I do four equal groups and eight is my whole number how many are in one group,Pressing for Accuracy
15583,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,225,Bree how did you get two,Pressing for Accuracy
15584,None,TalkBack.Year1.Keene.Spring.022720,225,Because youre the only one who answered,None
15585,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,225,The rest of your eyes need to be here,None
15586,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,225,Here answering these questions not one person 26 people,None
15587,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,225,How did you get two,Pressing for Accuracy
15589,None,TalkBack.Year1.Keene.Spring.022720,227,Yes thank you Luis for your active listening Luis,None
15590,Revoicing,TalkBack.Year1.Keene.Spring.022720,227,Another way you could think is eight divided by four equals two either way its the same thing,None
15591,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Keene.Spring.022720,227,Tell your partner what did Bree do to figure out two,Getting Students to Relate to Another's Ideas
15592,None,TalkBack.Year1.Keene.Spring.022720,227,How many are in one group,Pressing for Accuracy
15593,None,TalkBack.Year1.Keene.Spring.022720,227,Go,Keeping Everyone Together
15594,None,TalkBack.Year1.Keene.Spring.022720,228,Five four three two and one my third step is multiply the amount in one group so thats going to be two times my numerator,None
15595,None,TalkBack.Year1.Keene.Spring.022720,228,Class when I point to you youre going to tell me my numerator,Pressing for Accuracy
15596,None,TalkBack.Year1.Keene.Spring.022720,228,Henry what do you have tell me when I point,Pressing for Accuracy
15598,None,TalkBack.Year1.Keene.Spring.022720,230,No thats why your eyes should be on me when Im talking,None
15599,None,TalkBack.Year1.Keene.Spring.022720,230,Youre going to tell me the numerator,None
15600,None,TalkBack.Year1.Keene.Spring.022720,230,What are you going to tell me Henry,Pressing for Accuracy
15602,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,232,When I point whats the numerator,Pressing for Accuracy
15604,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,234,Two times three equals,Pressing for Accuracy
15606,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,236,Show me thumbs up if you have six in that first in and out place thumbs down if you did not,Keeping Everyone Together
15607,None,TalkBack.Year1.Keene.Spring.022720,236,If you did not please use this learning and quickly fix while I go get my pen,None
15608,None,TalkBack.Year1.Keene.Spring.022720,236,Bree can you pass my pen forward,None
15609,None,TalkBack.Year1.Keene.Spring.022720,236,Can you excuse me while I walk through,None
15610,None,TalkBack.Year1.Keene.Spring.022720,236,I dont have my cards on me so Ill take a volunteer,None
15611,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,236,What should I write here Todd,Pressing for Accuracy
15612,None,TalkBack.Year1.Keene.Spring.022720,237,Pardon no major savers today friends,None
15614,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,239,Sorry what would I write,Pressing for Accuracy
15616,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,241,Following my steps whats the denominator,Pressing for Accuracy
15618,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,243,How many are in one group if I make four groups,Pressing for Accuracy
15620,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,245,Five times three equals,Pressing for Accuracy
15622,None,TalkBack.Year1.Keene.Spring.022720,247,All right volunteer for this one Bree,Keeping Everyone Together
15623,None,TalkBack.Year1.Keene.Spring.022720,247,Volunteer for this one Ada,Keeping Everyone Together
15624,None,TalkBack.Year1.Keene.Spring.022720,247,Friends if you did not get these numbers now is your time to ask questions,None
15625,None,TalkBack.Year1.Keene.Spring.022720,247,I dont know about whats going on here,None
15626,None,TalkBack.Year1.Keene.Spring.022720,247,Let me see what are these following questions ask,None
15627,None,TalkBack.Year1.Keene.Spring.022720,247,I want you to answer questions number five and six quickly and return to your desk,None
15628,None,TalkBack.Year1.Keene.Spring.022720,247,Again youre doing that independently,None
15629,None,TalkBack.Year1.Keene.Spring.022720,248,If you are at your desk already will you grab a computer for you and your purple partner,None
15630,None,TalkBack.Year1.Keene.Spring.022720,248,Whichever purple partner sits down first gets a computer,None
15631,None,TalkBack.Year1.Keene.Spring.022720,248,You may go to our Math Google Classroom,None
15632,None,TalkBack.Year1.Keene.Spring.022720,248,All of our answers have been full numbers,None
15633,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,248,If I have 12 eggs how many are in one six,Pressing for Accuracy
15634,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,248,If I split it into equal groups of six how many would be in one group,Pressing for Accuracy
15636,Restating,TalkBack.Year1.Keene.Spring.022720,250,Two yes,Revoicing
15637,None,TalkBack.Year1.Keene.Spring.022720,250,12 divided by 6 is 2 or 6 times 2 is 12 every way you look at it always two,None
15638,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,250,I need you to be paying attention too,None
15639,None,TalkBack.Year1.Keene.Spring.022720,250,You were right,Keeping Everyone Together
15640,None,TalkBack.Year1.Keene.Spring.022720,251,Ill send him in just a second,None
15641,None,TalkBack.Year1.Keene.Spring.022720,251,Hes right here with me,None
15642,None,TalkBack.Year1.Keene.Spring.022720,251,I will make sure that I have Luis come get you when we leave for recess,None
15643,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,251,How many eggs did she sell for the bread,Pressing for Accuracy
15644,None,TalkBack.Year1.Keene.Spring.022720,251,She sold 46 not 16,None
15645,None,TalkBack.Year1.Keene.Spring.022720,251,She sold 4 groups of 2,None
15646,None,TalkBack.Year1.Keene.Spring.022720,251,You need to take four times two,None
15647,None,TalkBack.Year1.Keene.Spring.022720,251,All right boys and girls five Shes sold 46 of Boys and girls the last question that you were asked to do Im going to use over here,None
15648,None,TalkBack.Year1.Keene.Spring.022720,251,Thank you,None
15649,None,TalkBack.Year1.Keene.Spring.022720,251,The last question that you were asked to do was to write a multiplication fact,None
15650,None,TalkBack.Year1.Keene.Spring.022720,251,Im going to show you what that multiplication fact is because I didnt actually write that down,None
15651,None,TalkBack.Year1.Keene.Spring.022720,251,46 of was it 20 for the eggs that 12,Keeping Everyone Together
15653,None,TalkBack.Year1.Keene.Spring.022720,253,46 of twelve is what you were figuring out,None
15654,None,TalkBack.Year1.Keene.Spring.022720,253,When you have fraction of problems you take out the word of you stick in a multiplication sign,None
15655,None,TalkBack.Year1.Keene.Spring.022720,253,Fraction of means youre multiplying,None
15656,None,TalkBack.Year1.Keene.Spring.022720,253,46 times 12 equals what class,Pressing for Accuracy
15657,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,253,Class Bree is not the only person in my class,None
15658,None,TalkBack.Year1.Keene.Spring.022720,253,Im going to stop talking,None
15659,None,TalkBack.Year1.Keene.Spring.022720,253,Ill count my bad that I didnt give you guys some think time,None
15660,None,TalkBack.Year1.Keene.Spring.022720,253,Im going to ask the same question,None
15661,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,254,Im going to give you some time and Im going to point when I want the answer because only hearing one person tells me you guys still dont understand how to do this,None
15662,None,TalkBack.Year1.Keene.Spring.022720,254,Which is not a problem except for the fact that when I stood there and said Who has questions,None
15663,None,TalkBack.Year1.Keene.Spring.022720,254,Nobody asked which means you all understood which isnt true,None
15664,None,TalkBack.Year1.Keene.Spring.022720,254,My question is if I just replace the word of which is what you have in your book with the multiplication symbol its the same thing,None
15665,None,TalkBack.Year1.Keene.Spring.022720,254,14 times 12 equals what,Pressing for Accuracy
15667,Revoicing,TalkBack.Year1.Keene.Spring.022720,255,Yes six equal groups has two in each group two times four equals eight,Revoicing
15668,None,TalkBack.Year1.Keene.Spring.022720,255,All right friends,None
15669,None,TalkBack.Year1.Keene.Spring.022720,255,You have 45 seconds to get into Google Classroom with that computer youre sharing with your purple partner,None
15670,None,TalkBack.Year1.Keene.Spring.022720,256,Its always a good idea to take notes,None
15671,None,TalkBack.Year1.Keene.Spring.022720,256,I didnt stop and pause though,None
15672,None,TalkBack.Year1.Keene.Spring.022720,256,Dan,Keeping Everyone Together
15673,None,TalkBack.Year1.Keene.Spring.022720,257,Time is up friends,None
15674,None,TalkBack.Year1.Keene.Spring.022720,257,In Google Classroom it should be the top link or second link in your stream,None
15675,None,TalkBack.Year1.Keene.Spring.022720,257,Theres a link,None
15676,None,TalkBack.Year1.Keene.Spring.022720,257,Youre going to be playing a fraction of game thats not called Pac Man but thats basically what it is,None
15677,None,TalkBack.Year1.Keene.Spring.022720,257,Click the link for me,None
15678,None,TalkBack.Year1.Keene.Spring.022720,257,It needs flash so its going to say Click to do Adobe Flash,None
15679,None,TalkBack.Year1.Keene.Spring.022720,257,Youre going to click that and then click allow and then youll be able to play the game,None
15680,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,257,All eyes on me once you get that part,None
15681,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.022720,257,Once youve got the game I know because youre looking at me,None
15682,None,TalkBack.Year1.Keene.Spring.022720,257,Partner A is going to be closest to a whiteboard,None
15683,None,TalkBack.Year1.Keene.Spring.022720,257,Were going to take turns so one person is going to use the controllers,None
15684,None,TalkBack.Year1.Keene.Spring.022720,258,Youre going to use the spacebar to move forward and the arrow bars to move up down sideways,None
15685,None,TalkBack.Year1.Keene.Spring.022720,258,Partner A is going to say You need to eat a certain course,None
15686,None,TalkBack.Year1.Keene.Spring.022720,258,Lets get out of this,None
15687,None,TalkBack.Year1.Keene.Spring.022720,258,Lets go to Google Classroom,None
15688,None,TalkBack.Year1.Keene.Spring.022720,258,Thank you for your patience,None
15689,None,TalkBack.Year1.Keene.Spring.022720,258,By the way now that this is up here you can play this whenever you want,None
15690,None,TalkBack.Year1.Keene.Spring.022720,258,You could add this as some of like homework if you want or Its a game that practices todays lesson,None
15691,None,TalkBack.Year1.Keene.Spring.022720,258,At the bottom you see 25 of 10,None
15692,None,TalkBack.Year1.Keene.Spring.022720,258,I know that and the ghosts all have numbers on them,None
15693,None,TalkBack.Year1.Keene.Spring.022720,258,I think 10 divided by 5 means theres 2 in each group 2 times 2 is 4,None
15694,None,TalkBack.Year1.Keene.Spring.022720,258,Im going to head down here and eat ghost number 4,None
15695,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.022720,258,Partner A would tell me which ghost to eat so class your partner A tell me which ghost I need to eat now,None
15696,Restating,TalkBack.Year1.Keene.Spring.022720,258,Ghost two,Pressing for Accuracy
15698,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,260,Really,Keeping Everyone Together
15699,None,TalkBack.Year1.Keene.Spring.022720,260,Where does goes one running because ghost is about to eat me,None
15700,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.022720,260,Where does two come from,Pressing for Accuracy
15701,None,TalkBack.Year1.Keene.Spring.022720,260,Because Ive got seven equal groups and 17 that puts one per group,None
15702,None,TalkBack.Year1.Keene.Spring.022720,260,One times three equals three so my friends who said two which was most of the class just showed me that you dont understand how to do this,None
15703,None,TalkBack.Year1.Keene.Spring.022720,260,Now 14 of 8 we already did that in our morning work is 2,None
15704,None,TalkBack.Year1.Keene.Spring.022720,260,According to the directions here partner A youre going to tell Partner B which group ghost to eat,None
15705,None,TalkBack.Year1.Keene.Spring.022720,260,Partner B is going to then control Pac Man,None
15706,None,TalkBack.Year1.Keene.Spring.022720,260,Once youve eaten that one ghost you switch roles,None
15707,None,TalkBack.Year1.Keene.Spring.022720,260,Its the next persons turn to control and Partner B is now telling them,None
15708,None,TalkBack.Year1.Keene.Spring.022720,260,Make sense,Keeping Everyone Together
15710,None,TalkBack.Year1.Keene.Spring.022720,262,Were not going to play for 10 minutes,None
15711,None,TalkBack.Year1.Keene.Spring.022720,262,This lesson went way over,None
15712,None,TalkBack.Year1.Keene.Spring.022720,262,Oh I just died,None
15713,None,TalkBack.Year1.Keene.Spring.022720,262,Unfortunately we will still have our party today but we cannot have it now because its lunchtime,None
15714,None,TalkBack.Year1.Keene.Spring.022720,262,Just get out of that game,None
15715,None,TalkBack.Year1.Keene.Spring.022720,262,Because lunch recess is started and were not allowed to go out for lunch recess,None
15716,None,TalkBack.Year1.Keene.Spring.022720,262,This lesson went way long,None
15717,None,TalkBack.Year1.Keene.Spring.022720,262,We will have it this afternoon instead,None
15718,None,TalkBack.Year1.Keene.Spring.022720,262,Well extend our afternoon recess instead just not ideal,None
15719,None,TalkBack.Year1.Keene.Spring.022720,262,The kids will have to stay in for 10 minutes and then come out,None
15720,None,TalkBack.Year1.Keene.Spring.022720,262,Were only going to play this for five minutes instead of 10,None
15721,None,TalkBack.Year1.Keene.Spring.022720,262,You may go,None
15722,None,TalkBack.Year1.Keene.Spring.022720,263,Good job my friend,None
15723,None,TalkBack.Year1.Keene.Spring.022720,263,Play with what,None
15724,None,TalkBack.Year1.Keene.Spring.022720,263,Edith play with You dont have a partner so come be with Gail,None
15725,None,TalkBack.Year1.Keene.Spring.022720,264,Since you guys have two computers Gail you return to your seat and just play independently and then Gail can,None
15726,None,TalkBack.Year1.Keene.Spring.022720,265,I passed out to each table a stack of exit slips,None
15727,None,TalkBack.Year1.Keene.Spring.022720,265,Please have the partner with the longer hair put the computer away and work on the exit slip and go to independent reading,None
15728,None,TalkBack.Year1.Keene.Spring.022720,265,There is no transition timer right now so this all needs to happen with zero voices please,None
15729,None,TalkBack.Year1.Keene.Spring.030620,1,Okay we should be good,None
15730,None,TalkBack.Year1.Keene.Spring.030620,1,We have it seems forgotten where place value is,None
15731,None,TalkBack.Year1.Keene.Spring.030620,1,I look around I see a whole bunch of people who have this answer which is incorrect,None
15732,None,TalkBack.Year1.Keene.Spring.030620,1,So let s do a little review of place value,None
15733,None,TalkBack.Year1.Keene.Spring.030620,1,I know that my chart is covered but to be honest with you place value Bryson is something that you guys especially for the whole numbers should be experts at and have memorized,None
15734,None,TalkBack.Year1.Keene.Spring.030620,1,Then by now in fifth grade you should have this memorized too,None
15735,None,TalkBack.Year1.Keene.Spring.030620,1,Because  we can t use those place value charts,None
15736,None,TalkBack.Year1.Keene.Spring.030620,2,Josiah please cap your marker,None
15737,None,TalkBack.Year1.Keene.Spring.030620,2,I don t want to see you wasting the ink again,None
15738,None,TalkBack.Year1.Keene.Spring.030620,2,Mr Evan would you mind handing me my book and my cards that are right there,None
15739,None,TalkBack.Year1.Keene.Spring.030620,2,Here is my decimal,None
15740,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.030620,2,Turn to someone close to you,None
15741,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,2,What is the place to the left of the decimal,Pressing for Accuracy
15742,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.030620,2,Tell them,Pressing for Accuracy
15743,None,TalkBack.Year1.Keene.Spring.030620,2,It s not a whole number,None
15744,None,TalkBack.Year1.Keene.Spring.030620,2,It has a place value,None
15745,None,TalkBack.Year1.Keene.Spring.030620,2,It has a place,None
15746,None,TalkBack.Year1.Keene.Spring.030620,2,It is a whole number but it has a place,None
15747,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,2,Okay what is to the left Lennox,Pressing for Accuracy
15748,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,2,What place is this,Pressing for Accuracy
15750,None,TalkBack.Year1.Keene.Spring.030620,4,Okay,None
15751,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,4,Then Ellie what s this one,Pressing for Accuracy
15753,None,TalkBack.Year1.Keene.Spring.030620,6,Not tenths,Revoicing
15754,None,TalkBack.Year1.Keene.Spring.030620,6,There s a huge difference there friends,None
15755,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,6,You have to both listen and write it in order to get the right Phoenix what s here,Pressing for Accuracy
15756,None,TalkBack.Year1.Keene.Spring.030620,8,sorry,None
15757,None,TalkBack.Year1.Keene.Spring.030620,8,Lea is also,None
15758,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,8,what s here,Pressing for Accuracy
15760,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,10,Notice the THS,None
15761,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.030620,NA,Tell your partner what does the THS signal when you hear it,Pressing for Accuracy
15762,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.030620,10,What does it signal,Pressing for Accuracy
15763,None,TalkBack.Year1.Keene.Spring.030620,10,Tell your partner please,Pressing for Accuracy
15764,None,TalkBack.Year1.Keene.Spring.030620,11,and a pencil,None
15765,None,TalkBack.Year1.Keene.Spring.030620,11,Okay,None
15766,None,TalkBack.Year1.Keene.Spring.030620,11,Five four three two and one,None
15767,None,TalkBack.Year1.Keene.Spring.030620,11,Actually leave the pencil,None
15768,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.030620,11,Nate what does the THS signal,Pressing for Accuracy
15770,None,TalkBack.Year1.Keene.Spring.030620,13,Exactly,None
15771,Revoicing,TalkBack.Year1.Keene.Spring.030620,13,That means it is a place value to the right of the decimal,Revoicing
15772,Revoicing,TalkBack.Year1.Keene.Spring.030620,13,It is a place value that is smaller than one,None
15773,None,TalkBack.Year1.Keene.Spring.030620,13,Smaller than a whole,None
15774,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,13,Class what comes next after tenths,Pressing for Accuracy
15776,None,TalkBack.Year1.Keene.Spring.030620,15,Again it s got that THS,None
15777,None,TalkBack.Year1.Keene.Spring.030620,15,I said we have a nine in the tenths place,None
15778,None,TalkBack.Year1.Keene.Spring.030620,15,Take a look at this,None
15779,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,15,Does this have a nine in the tenths place,Keeping Everyone Together
15781,None,TalkBack.Year1.Keene.Spring.030620,17,Yes,Restating
15782,None,TalkBack.Year1.Keene.Spring.030620,17,My friends who said no please refer to the place value chart that I just wrote,None
15783,None,TalkBack.Year1.Keene.Spring.030620,17,The tenth is to the right of the decimal,None
15784,None,TalkBack.Year1.Keene.Spring.030620,17,One place value to the right there is a nine so that one is correct,None
15785,None,TalkBack.Year1.Keene.Spring.030620,17,Then I said there is a seven in the ones place,None
15786,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,17,Is there a seven in the ones place,Keeping Everyone Together
15788,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,19,Where is the seven,Pressing for Accuracy
15790,Restating,TalkBack.Year1.Keene.Spring.030620,21,In the hundredths place,Revoicing
15791,None,TalkBack.Year1.Keene.Spring.030620,21,One strategy I did notice Bryson did this strategy some of others of you might have but I noticed very few people is to put these spots in,None
15792,Revoicing,TalkBack.Year1.Keene.Spring.030620,21,Then you said okay there is a nine in the tenths place there is a seven in the ones place and there is a one in the hundredths place,None
15793,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,21,Is there a one in the hundredths place in this one,Keeping Everyone Together
15795,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,23,What place value is the one in,Pressing for Accuracy
15797,None,TalkBack.Year1.Keene.Spring.030620,25,The hundredths is the second from the right,None
15798,None,TalkBack.Year1.Keene.Spring.030620,25,Now I found it interesting that both of my friends who shared said all the words correctly but did not put them in place correctly,None
15799,None,TalkBack.Year1.Keene.Spring.030620,25,Place value is important,None
15800,None,TalkBack.Year1.Keene.Spring.030620,25,You have to understand place value in order to do more complex math,None
15801,None,TalkBack.Year1.Keene.Spring.030620,25,All right let s try another one,None
15802,None,TalkBack.Year1.Keene.Spring.030620,25,If I don t have the chart handy then you have to figure out how to solve that problem,None
15803,None,TalkBack.Year1.Keene.Spring.030620,25,Could you write this on your own board as a reference from your memory,Keeping Everyone Together
15805,None,TalkBack.Year1.Keene.Spring.030620,27,Yes,Restating
15806,None,TalkBack.Year1.Keene.Spring.030620,27,If you don t remember it should you maybe get on  Academy and do some place value work or study that,Keeping Everyone Together
15808,None,TalkBack.Year1.Keene.Spring.030620,29,Yes okay,Keeping Everyone Together
15809,None,TalkBack.Year1.Keene.Spring.030620,29,Then you When I read it twice you should doublecheck your work,None
15810,None,TalkBack.Year1.Keene.Spring.030620,29,The first time Nora maybe you put in your lines and you fill them in,None
15811,None,TalkBack.Year1.Keene.Spring.030620,29,Then the second time I read it then you re doublechecking is that in the right spot,Keeping Everyone Together
15812,None,TalkBack.Year1.Keene.Spring.030620,29,All right so my second one,None
15813,None,TalkBack.Year1.Keene.Spring.030620,29,I have an eight in the thousandths place a three in the tenths place a five in the tenths place and a six in the hundredths place,None
15814,None,TalkBack.Year1.Keene.Spring.030620,29,I will read that again,None
15815,None,TalkBack.Year1.Keene.Spring.030620,30,Hold on I m going to read it one more time,None
15816,None,TalkBack.Year1.Keene.Spring.030620,30,Sorry,None
15817,None,TalkBack.Year1.Keene.Spring.030620,30,An eight in the thousandths place a three in the tenths place a five in the tenths place and a six in the hundredths place,None
15818,None,TalkBack.Year1.Keene.Spring.030620,30,Could you put the marker up on the counter right there and then only when it s time to write and you grab it and write,None
15819,None,TalkBack.Year1.Keene.Spring.030620,30,Mila grab the mic,None
15820,None,TalkBack.Year1.Keene.Spring.030620,30,My pen is next to my computer,None
15821,None,TalkBack.Year1.Keene.Spring.030620,30,Write what you have,None
15822,Pressing for Reasoning,TalkBack.Year1.Keene.Spring.030620,30,Share your thinking,None
15823,None,TalkBack.Year1.Keene.Spring.030620,30,Use the mic friends,None
15825,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,31,What number is that,Pressing for Accuracy
15827,None,TalkBack.Year1.Keene.Spring.030620,33,Almost,None
15828,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Keene.Spring.030620,33,Who can coach Mila,Getting Students to Relate to Another's Ideas
15829,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,33,What is the one thing she s missing when she read that number,Getting Students to Relate to Another's Ideas
15830,None,TalkBack.Year1.Keene.Spring.030620,33,Go ahead and  number,Keeping Everyone Together
15831,None,TalkBack.Year1.Keene.Spring.030620,35,What,Keeping Everyone Together
15832,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,35,You forgot to say what  the place value,Pressing for Accuracy
15834,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,37,Say the whole thing again,Keeping Everyone Together
15836,None,TalkBack.Year1.Keene.Spring.030620,39,Perfect,None
15837,Keeping Everyone Together,TalkBack.Year1.Keene.Spring.030620,39,Now class say that number,Keeping Everyone Together
15838,None,TalkBack.Year1.Keene.Spring.030620,40,Thank you,None
15839,None,TalkBack.Year1.Keene.Spring.030620,40,It s been a while since we practiced,None
15840,None,TalkBack.Year1.Keene.Spring.030620,40,Go ahead,Keeping Everyone Together
15845,None,TalkBack.Year1.Keene.Spring.030620,42,All right,None
15846,None,TalkBack.Year1.Keene.Spring.030620,42,I really like how Mila put a zero as a place holder,Revoicing
15847,None,TalkBack.Year1.Keene.Spring.030620,42,Because if you used these lines to help you and you put the three in the tenths and you had the five here you noticed there is a place value in the middle of the two numbers that s blank,None
15848,None,TalkBack.Year1.Keene.Spring.030620,42,We can never have blank,None
15849,None,TalkBack.Year1.Keene.Spring.030620,42,Zero means nothing is there,None
15850,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,42,Now my friends who wrote this my guess is you did not use the strategy of the two lines and you wrote the three but what place value does this three have,Pressing for Accuracy
15851,Pressing for Accuracy,TalkBack.Year1.Keene.Spring.030620,43,What place value does this three right here have,Pressing for Accuracy
15852,None,TalkBack.Year1.Keene.Spring.030620,44,It does not have the tens,None
15853,None,TalkBack.Year1.Keene.Spring.030620,44,Let s take a look at our chart,None
